Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ABW,Aruba,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,29.57481,..,..,..,..,..,..,..,..,..,29.57481,..,..,..,..,..,..,..,..,..,..,..
ADO,Andorra,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
AFG,Afghanistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
AGO,Angola,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.2082346,..,..,..,..,..,..,..,..,..,0.2082346,..,..,..,..,..,..,..,..,..,..,..
ALB,Albania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.967875,..,..,..,..,..,..,..,..,..,4.967875,..,..,..,..,..,..,..,..,..,..,..
ARE,United Arab Emirates,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.644515,..,..,..,..,..,..,..,..,..,4.644515,..,..,..,..,..,..,..,..,..,..,..
ARG,Argentina,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.230535,..,..,..,..,..,..,..,..,..,1.230535,..,..,..,..,..,..,..,..,..,..,..
ARM,Armenia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
ASM,American Samoa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,17.89262,..,..,..,..,..,..,..,..,..,17.89262,..,..,..,..,..,..,..,..,..,..,..
ATG,Antigua and Barbuda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,32.42317,..,..,..,..,..,..,..,..,..,32.42317,..,..,..,..,..,..,..,..,..,..,..
AUS,Australia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.141535,..,..,..,..,..,..,..,..,..,1.141535,..,..,..,..,..,..,..,..,..,..,..
AUT,Austria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
AZE,Azerbaijan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,19.96988,..,..,..,..,..,..,..,..,..,19.96988,..,..,..,..,..,..,..,..,..,..,..
BDI,Burundi,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
BEL,Belgium,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,9.242276,..,..,..,..,..,..,..,..,..,9.242276,..,..,..,..,..,..,..,..,..,..,..
BEN,Benin,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.155602,..,..,..,..,..,..,..,..,..,1.155602,..,..,..,..,..,..,..,..,..,..,..
BFA,Burkina Faso,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
BGD,Bangladesh,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,14.06936,..,..,..,..,..,..,..,..,..,14.06936,..,..,..,..,..,..,..,..,..,..,..
BGR,Bulgaria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.4296998,..,..,..,..,..,..,..,..,..,0.4296998,..,..,..,..,..,..,..,..,..,..,..
BHR,Bahrain,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,39.03492,..,..,..,..,..,..,..,..,..,39.03492,..,..,..,..,..,..,..,..,..,..,..
BHS,"Bahamas, The",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,71.98609,..,..,..,..,..,..,..,..,..,71.98609,..,..,..,..,..,..,..,..,..,..,..
BIH,Bosnia and Herzegovina,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.07322166,..,..,..,..,..,..,..,..,..,0.07322166,..,..,..,..,..,..,..,..,..,..,..
BLR,Belarus,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
BLZ,Belize,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,9.454244,..,..,..,..,..,..,..,..,..,9.454244,..,..,..,..,..,..,..,..,..,..,..
BMU,Bermuda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,82.26367,..,..,..,..,..,..,..,..,..,82.26367,..,..,..,..,..,..,..,..,..,..,..
BOL,Bolivia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
BRA,Brazil,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.212341,..,..,..,..,..,..,..,..,..,1.212341,..,..,..,..,..,..,..,..,..,..,..
BRB,Barbados,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,15.69373,..,..,..,..,..,..,..,..,..,15.69373,..,..,..,..,..,..,..,..,..,..,..
BRN,Brunei Darussalam,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.335603,..,..,..,..,..,..,..,..,..,3.335603,..,..,..,..,..,..,..,..,..,..,..
BTN,Bhutan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
BWA,Botswana,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
CAF,Central African Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
CAN,Canada,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.393023,..,..,..,..,..,..,..,..,..,2.393023,..,..,..,..,..,..,..,..,..,..,..
CHE,Switzerland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
CHI,Channel Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,Chile,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.080679,..,..,..,..,..,..,..,..,..,3.080679,..,..,..,..,..,..,..,..,..,..,..
CHN,China,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.382015,..,..,..,..,..,..,..,..,..,1.382015,..,..,..,..,..,..,..,..,..,..,..
CIV,Cote d'Ivoire,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.192768,..,..,..,..,..,..,..,..,..,0.192768,..,..,..,..,..,..,..,..,..,..,..
CMR,Cameroon,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.08356156,..,..,..,..,..,..,..,..,..,0.08356156,..,..,..,..,..,..,..,..,..,..,..
COG,"Congo, Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.05497334,..,..,..,..,..,..,..,..,..,0.05497334,..,..,..,..,..,..,..,..,..,..,..
COK,Cook Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,87.86789,..,..,..,..,..,..,..,..,..,87.86789,..,..,..,..,..,..,..,..,..,..,..
COL,Colombia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.9430991,..,..,..,..,..,..,..,..,..,0.9430991,..,..,..,..,..,..,..,..,..,..,..
COM,Comoros,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,13.46283,..,..,..,..,..,..,..,..,..,13.46283,..,..,..,..,..,..,..,..,..,..,..
CPV,Cape Verde,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,14.51925,..,..,..,..,..,..,..,..,..,14.51925,..,..,..,..,..,..,..,..,..,..,..
CRI,Costa Rica,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.116565,..,..,..,..,..,..,..,..,..,2.116565,..,..,..,..,..,..,..,..,..,..,..
CUB,Cuba,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,12.66866,..,..,..,..,..,..,..,..,..,12.66866,..,..,..,..,..,..,..,..,..,..,..
CUW,Curacao,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,Cayman Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,60.28383,..,..,..,..,..,..,..,..,..,60.28383,..,..,..,..,..,..,..,..,..,..,..
CYP,Cyprus,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,6.421041,..,..,..,..,..,..,..,..,..,6.421041,..,..,..,..,..,..,..,..,..,..,..
CZE,Czech Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
DEU,Germany,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.917982,..,..,..,..,..,..,..,..,..,4.917982,..,..,..,..,..,..,..,..,..,..,..
DJI,Djibouti,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.564216,..,..,..,..,..,..,..,..,..,2.564216,..,..,..,..,..,..,..,..,..,..,..
DMA,Dominica,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,9.404154,..,..,..,..,..,..,..,..,..,9.404154,..,..,..,..,..,..,..,..,..,..,..
DNK,Denmark,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,17.66819,..,..,..,..,..,..,..,..,..,17.66819,..,..,..,..,..,..,..,..,..,..,..
DOM,Dominican Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.139139,..,..,..,..,..,..,..,..,..,4.139139,..,..,..,..,..,..,..,..,..,..,..
DZA,Algeria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.3513818,..,..,..,..,..,..,..,..,..,0.3513818,..,..,..,..,..,..,..,..,..,..,..
EAP,East Asia & Pacific,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.464697551,..,..,..,..,..,..,..,..,..,2.452651796,..,..,..,..,..,..,..,..,..,..,..
ECA,Europe & Central Asia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.442576645,..,..,..,..,..,..,..,..,..,2.490512275,..,..,..,..,..,..,..,..,..,..,..
ECU,Ecuador,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.036756,..,..,..,..,..,..,..,..,..,2.036756,..,..,..,..,..,..,..,..,..,..,..
EGY,"Egypt, Arab Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.048382,..,..,..,..,..,..,..,..,..,4.048382,..,..,..,..,..,..,..,..,..,..,..
EMU,Euro area,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.601820622,..,..,..,..,..,..,..,..,..,3.566614246,..,..,..,..,..,..,..,..,..,..,..
ERI,Eritrea,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.119232,..,..,..,..,..,..,..,..,..,3.119232,..,..,..,..,..,..,..,..,..,..,..
ESP,Spain,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.256672,..,..,..,..,..,..,..,..,..,1.256672,..,..,..,..,..,..,..,..,..,..,..
EST,Estonia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.354928,..,..,..,..,..,..,..,..,..,3.354928,..,..,..,..,..,..,..,..,..,..,..
ETH,Ethiopia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.6725273,..,..,..,..,..,..,..,..,..,0.6725273,..,..,..,..,..,..,..,..,..,..,..
FIN,Finland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.108274,..,..,..,..,..,..,..,..,..,1.108274,..,..,..,..,..,..,..,..,..,..,..
FJI,Fiji,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,11.35986,..,..,..,..,..,..,..,..,..,11.35986,..,..,..,..,..,..,..,..,..,..,..
FRA,France,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.067913,..,..,..,..,..,..,..,..,..,2.067913,..,..,..,..,..,..,..,..,..,..,..
FRO,Faeroe Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,14.54897,..,..,..,..,..,..,..,..,..,14.54897,..,..,..,..,..,..,..,..,..,..,..
FSM,"Micronesia, Fed. Sts.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,33.37462,..,..,..,..,..,..,..,..,..,33.37462,..,..,..,..,..,..,..,..,..,..,..
GAB,Gabon,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5366168,..,..,..,..,..,..,..,..,..,0.5366168,..,..,..,..,..,..,..,..,..,..,..
GBR,United Kingdom,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.612598,..,..,..,..,..,..,..,..,..,7.612598,..,..,..,..,..,..,..,..,..,..,..
GEO,Georgia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.427602,..,..,..,..,..,..,..,..,..,1.427602,..,..,..,..,..,..,..,..,..,..,..
GHA,Ghana,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.7665069,..,..,..,..,..,..,..,..,..,0.7665069,..,..,..,..,..,..,..,..,..,..,..
GIB,Gibraltar,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,100.0001,..,..,..,..,..,..,..,..,..,100.0001,..,..,..,..,..,..,..,..,..,..,..
GIN,Guinea,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.050092,..,..,..,..,..,..,..,..,..,1.050092,..,..,..,..,..,..,..,..,..,..,..
GMB,"Gambia, The",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,16.58088,..,..,..,..,..,..,..,..,..,16.58088,..,..,..,..,..,..,..,..,..,..,..
GNB,Guinea-Bissau,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,9.497562,..,..,..,..,..,..,..,..,..,9.497562,..,..,..,..,..,..,..,..,..,..,..
GNQ,Equatorial Guinea,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.9218137,..,..,..,..,..,..,..,..,..,0.9218137,..,..,..,..,..,..,..,..,..,..,..
GRC,Greece,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,6.334259,..,..,..,..,..,..,..,..,..,6.334259,..,..,..,..,..,..,..,..,..,..,..
GRD,Grenada,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,21.74677,..,..,..,..,..,..,..,..,..,21.74677,..,..,..,..,..,..,..,..,..,..,..
GRL,Greenland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,16.26579,..,..,..,..,..,..,..,..,..,16.26579,..,..,..,..,..,..,..,..,..,..,..
GTM,Guatemala,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5609614,..,..,..,..,..,..,..,..,..,0.5609614,..,..,..,..,..,..,..,..,..,..,..
GUM,Guam,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,20.38489,..,..,..,..,..,..,..,..,..,20.38489,..,..,..,..,..,..,..,..,..,..,..
GUY,Guyana,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.715692,..,..,..,..,..,..,..,..,..,2.715692,..,..,..,..,..,..,..,..,..,..,..
HIC,High income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.175961182,..,..,..,..,..,..,..,..,..,2.204609486,..,..,..,..,..,..,..,..,..,..,..
HKG,"Hong Kong SAR, China",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,24.57421,..,..,..,..,..,..,..,..,..,24.57421,..,..,..,..,..,..,..,..,..,..,..
HND,Honduras,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.043469,..,..,..,..,..,..,..,..,..,3.043469,..,..,..,..,..,..,..,..,..,..,..
HRV,Croatia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.030254,..,..,..,..,..,..,..,..,..,3.030254,..,..,..,..,..,..,..,..,..,..,..
HTI,Haiti,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.940334,..,..,..,..,..,..,..,..,..,3.940334,..,..,..,..,..,..,..,..,..,..,..
HUN,Hungary,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
IDN,Indonesia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,5.497674,..,..,..,..,..,..,..,..,..,5.497674,..,..,..,..,..,..,..,..,..,..,..
IMY,Isle of Man,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,12.08876,..,..,..,..,..,..,..,..,..,12.08876,..,..,..,..,..,..,..,..,..,..,..
IND,India,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.353457,..,..,..,..,..,..,..,..,..,1.353457,..,..,..,..,..,..,..,..,..,..,..
IRL,Ireland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.958941,..,..,..,..,..,..,..,..,..,3.958941,..,..,..,..,..,..,..,..,..,..,..
IRN,"Iran, Islamic Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.593336,..,..,..,..,..,..,..,..,..,1.593336,..,..,..,..,..,..,..,..,..,..,..
IRQ,Iraq,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.024576,..,..,..,..,..,..,..,..,..,4.024576,..,..,..,..,..,..,..,..,..,..,..
ISL,Iceland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.41256,..,..,..,..,..,..,..,..,..,4.41256,..,..,..,..,..,..,..,..,..,..,..
ISR,Israel,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.823743,..,..,..,..,..,..,..,..,..,7.823743,..,..,..,..,..,..,..,..,..,..,..
ITA,Italy,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,5.188644,..,..,..,..,..,..,..,..,..,5.188644,..,..,..,..,..,..,..,..,..,..,..
JAM,Jamaica,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.141161,..,..,..,..,..,..,..,..,..,7.141161,..,..,..,..,..,..,..,..,..,..,..
JOR,Jordan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.007511,..,..,..,..,..,..,..,..,..,2.007511,..,..,..,..,..,..,..,..,..,..,..
JPN,Japan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,5.883866,..,..,..,..,..,..,..,..,..,5.883866,..,..,..,..,..,..,..,..,..,..,..
KAZ,Kazakhstan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,6.678062,..,..,..,..,..,..,..,..,..,6.678062,..,..,..,..,..,..,..,..,..,..,..
KEN,Kenya,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.2394978,..,..,..,..,..,..,..,..,..,0.2394978,..,..,..,..,..,..,..,..,..,..,..
KGZ,Kyrgyz Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
KHM,Cambodia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.842303,..,..,..,..,..,..,..,..,..,3.842303,..,..,..,..,..,..,..,..,..,..,..
KIR,Kiribati,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,96.66959,..,..,..,..,..,..,..,..,..,96.66959,..,..,..,..,..,..,..,..,..,..,..
KNA,St. Kitts and Nevis,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,19.02063,..,..,..,..,..,..,..,..,..,19.02063,..,..,..,..,..,..,..,..,..,..,..
KOR,"Korea, Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.301836,..,..,..,..,..,..,..,..,..,4.301836,..,..,..,..,..,..,..,..,..,..,..
KSV,Kosovo,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KWT,Kuwait,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,8.859625,..,..,..,..,..,..,..,..,..,8.859625,..,..,..,..,..,..,..,..,..,..,..
LAC,Latin America & Caribbean,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.510224922,..,..,..,..,..,..,..,..,..,1.509479509,..,..,..,..,..,..,..,..,..,..,..
LAO,Lao PDR,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
LBN,Lebanon,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.742301,..,..,..,..,..,..,..,..,..,1.742301,..,..,..,..,..,..,..,..,..,..,..
LBR,Liberia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.3521506,..,..,..,..,..,..,..,..,..,0.3521506,..,..,..,..,..,..,..,..,..,..,..
LBY,Libya,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.7758676,..,..,..,..,..,..,..,..,..,0.7758676,..,..,..,..,..,..,..,..,..,..,..
LCA,St. Lucia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,8.024293,..,..,..,..,..,..,..,..,..,8.024293,..,..,..,..,..,..,..,..,..,..,..
LIC,Low income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.724243777,..,..,..,..,..,..,..,..,..,0.724681661,..,..,..,..,..,..,..,..,..,..,..
LIE,Liechtenstein,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
LKA,Sri Lanka,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.868529,..,..,..,..,..,..,..,..,..,3.868529,..,..,..,..,..,..,..,..,..,..,..
LMC,Lower middle income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.697691189,..,..,..,..,..,..,..,..,..,1.725178369,..,..,..,..,..,..,..,..,..,..,..
LMY,Low & middle income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.335040191,..,..,..,..,..,..,..,..,..,1.607682771,..,..,..,..,..,..,..,..,..,..,..
LSO,Lesotho,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
LTU,Lithuania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.911668,..,..,..,..,..,..,..,..,..,1.911668,..,..,..,..,..,..,..,..,..,..,..
LUX,Luxembourg,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
LVA,Latvia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.031544,..,..,..,..,..,..,..,..,..,3.031544,..,..,..,..,..,..,..,..,..,..,..
MAC,"Macao SAR, China",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,35.38876,..,..,..,..,..,..,..,..,..,35.38876,..,..,..,..,..,..,..,..,..,..,..
MAF,St. Martin (French part),AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MAR,Morocco,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.702659,..,..,..,..,..,..,..,..,..,0.702659,..,..,..,..,..,..,..,..,..,..,..
MCO,Monaco,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,100,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..
MDA,Moldova,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.302524,..,..,..,..,..,..,..,..,..,1.302524,..,..,..,..,..,..,..,..,..,..,..
MDG,Madagascar,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.338625,..,..,..,..,..,..,..,..,..,1.338625,..,..,..,..,..,..,..,..,..,..,..
MDV,Maldives,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,99.99999,..,..,..,..,..,..,..,..,..,99.99999,..,..,..,..,..,..,..,..,..,..,..
MEX,Mexico,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.941872,..,..,..,..,..,..,..,..,..,2.941872,..,..,..,..,..,..,..,..,..,..,..
MHL,Marshall Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,99.01826,..,..,..,..,..,..,..,..,..,99.01826,..,..,..,..,..,..,..,..,..,..,..
MIC,Middle income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.486220992,..,..,..,..,..,..,..,..,..,1.772576998,..,..,..,..,..,..,..,..,..,..,..
MKD,"Macedonia, FYR",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
MLI,Mali,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
MLT,Malta,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,19.35084,..,..,..,..,..,..,..,..,..,19.35084,..,..,..,..,..,..,..,..,..,..,..
MMR,Myanmar,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.560159,..,..,..,..,..,..,..,..,..,4.560159,..,..,..,..,..,..,..,..,..,..,..
MNA,Middle East & North Africa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.386586302,..,..,..,..,..,..,..,..,..,1.386586302,..,..,..,..,..,..,..,..,..,..,..
MNE,Montenegro,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MNG,Mongolia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
MNP,Northern Mariana Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,28.05892,..,..,..,..,..,..,..,..,..,28.05892,..,..,..,..,..,..,..,..,..,..,..
MOZ,Mozambique,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.832448,..,..,..,..,..,..,..,..,..,1.832448,..,..,..,..,..,..,..,..,..,..,..
MRT,Mauritania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.04547,..,..,..,..,..,..,..,..,..,1.04547,..,..,..,..,..,..,..,..,..,..,..
MUS,Mauritius,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.070228,..,..,..,..,..,..,..,..,..,7.070228,..,..,..,..,..,..,..,..,..,..,..
MWI,Malawi,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
MYS,Malaysia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.99209,..,..,..,..,..,..,..,..,..,2.99209,..,..,..,..,..,..,..,..,..,..,..
MYT,Mayotte,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,21.56333,..,..,..,..,..,..,..,..,..,21.56333,..,..,..,..,..,..,..,..,..,..,..
