Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
TCD,Chad,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.28,..,..,..,..,..,..,..
TGO,Togo,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.39,..,..,..,0.27,..,..,..
THA,Thailand,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,2.83,..,1.362,..,1.52,..,..,..,..,..,..,..
TJK,Tajikistan,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.03,..,..,..,..,..
TKM,Turkmenistan,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,4.52,..,..,..,..
TMP,Timor-Leste,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.19,..,..,..,..,..,..,..
TON,Tonga,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..,2.93,..,..,..,..
TTO,Trinidad and Tobago,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,2.87,..,..,..,..,..,..,..,..,..,3.56,..,..,..,..
TUN,Tunisia,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.87,..,..,..,..,3.28,..,..
TUR,Turkey,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93,..,1.89,..,..,..
TUV,Tuvalu,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,4.546,..,..,..,..,5.82,..,..,..
TZA,Tanzania,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,0.37,..,..,..,0.24,..,..,..,..,..
UGA,Uganda,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.71,1.31,..,..,..,..,..,..
UKR,Ukraine,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45,..,..,..,..,..
UMC,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.733518363,..,..
URY,Uruguay,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,0.85,..,..,..,..,..,5.55,..,..,..
USA,United States,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,9.37,..,..,..,..,9.82,..,..,..,..,..,..
UZB,Uzbekistan,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.91,..,10.81,..,..,..,..
VCT,St. Vincent and the Grenadines,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,3.79,..,..,..,..,..,..,..,..,..,..,..
VEN,"Venezuela, RB",SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,1.13,..,..,..,..,..,..,..,..,..,..
VIR,Virgin Islands (U.S.),SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VNM,Vietnam,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,0.77,..,0.663,..,..,..,1.01,..,..,..
VUT,Vanuatu,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.66,..,..,..,1.7,..,..,..
WBG,West Bank and Gaza,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WLD,World,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.009898793,..,..
WSM,Samoa,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74,..,0.94,..,..,..,..,..,..
YEM,"Yemen, Rep.",SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.66,..,..,..,..,..,..,..
ZAF,South Africa,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.08,..,..,..,..,..,..,..
ZAR,"Congo, Dem. Rep.",SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.53,..,..,..,..,..,..,..
ZMB,Zambia,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01,..,0.71,..,..,..,..,..
ZWE,Zimbabwe,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.72,..,..,..,..,..,..,..
ABW,Aruba,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,1.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ADO,Andorra,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,2.231,..,2.435,2.47,2.594,2.549,2.594,..,3.697,..,..,3.64,3.716,..,..,..,..
AFG,Afghanistan,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.109200001,..,..,0.142800003,..,..,..,0.11,..,..,..,0.186,..,..,..,0.2,..,..,..,0.21,..,..
AGO,Angola,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.042100001,..,..,..,..,..,..,0.077,..,..,..,..,..,..,0.08,..,..,..,..,..,..,..
ALB,Albania,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.37409997,1.470299959,1.650099993,1.425400019,1.315399051,1.306,1.354,1.295,1.289,1.282,1.389,..,1.305,..,..,..,1.15,1.146,..,..,..,..
ARE,United Arab Emirates,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.827499986,..,0.839999974,..,..,..,..,1.81,..,..,..,2.023,1.69,..,..,1.545,..,1.93,..,..,..,..
ARG,Argentina,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.680000067,..,2.684000015,..,..,2.68,..,..,3.01,..,..,..,..,..,3.155,3.21,..,..,..,..,..,..
ARM,Armenia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.924400091,3.701499939,3.596999884,3.345499992,3.122100115,3.042,3.591,3.156,3.156,3.051,2.987,3.526,..,3.588,..,..,3.7,3.697,..,..,..,..
ASM,American Samoa,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,0.781,..,..,..,..,..,..,..,..,..,..,..,..
ATG,Antigua and Barbuda,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.759999991,0.918500006,..,3.030299902,..,0.76,1.141,..,..,0.17,..,..,..,..,..,..,..,..,..,..,..,..
AUS,Australia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.47,2.5,..,..,..,0.963,..,..,2.991,..,..
AUT,Austria,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.1,3.1,3.2,3.3,3.3,3.4,..,..,3.66,3.794,..,4.749,..,..
AZE,Azerbaijan,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.917200089,3.916399956,3.881299973,3.927700043,3.896100044,3.925,3.899,3.831,3.602,3.521,3.607,3.536,..,3.547,..,..,3.63,3.794,..,..,..,..
BDI,Burundi,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.0581,0.058699999,..,0.056499999,..,0.055,..,..,..,..,0.052,..,..,..,0.03,..,..,..,..,..,..,..
BEL,Belgium,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,3.9,3.9,..,..,..,4.23,..,2.987,..,..,..
BEN,Benin,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.050500002,0.042199999,0.055100001,0.057,0.060800001,0.058,..,..,..,..,..,..,..,..,0.04,..,..,..,0.059,..,..,..
BFA,Burkina Faso,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,0.034,0.035,0.038,..,..,..,0.04,..,..,0.05,..,..,..,0.064,..,..,..
BGD,Bangladesh,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.176699996,0.1884,..,..,..,0.201,..,0.2,..,..,..,0.231,..,..,0.257,0.3,..,0.295,..,..,..,..
BGR,Bulgaria,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.16960001,2.979300022,3.166100025,3.358799934,3.327300072,3.458,3.539,3.447,3.449,3.463,3.399,3.384,..,3.562,..,..,3.66,3.665,3.635,..,..,..
BHR,Bahrain,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,1.315000057,..,0.109899998,..,..,..,1,..,..,..,1.596,..,..,1.087,2.72,..,2.965,1.442,..,..,..
BHS,"Bahamas, The",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.290099978,..,..,1.445700049,..,1.49,1.518,..,1.05,..,..,..,..,..,..,..,..,..,..,..,..,..
BIH,Bosnia and Herzegovina,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.570299983,1.555199981,..,..,..,..,..,..,1.427,1.401,1.422,1.338,..,1.34,..,1.4179,..,..,..,..,..,..
BLR,Belarus,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.560400009,3.576400042,3.638200045,4.076200008,4.142499924,4.155,4.286,4.365,4.431,4.551,4.579,4.497,4.52589255,4.55,4.622401812,4.68,4.78,4.869,4.98,5.11,..,..
BLZ,Belize,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.639199972,..,..,0.492700011,..,0.6,0.548,..,..,..,1.05,..,..,..,..,..,..,..,..,0.828,..,..
BMU,Bermuda,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,1.2,..,1.766,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,Bolivia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.449999988,..,..,0.425900012,..,0.34,..,1.299,..,..,..,1.22,..,..,..,..,..,..,..,..,..,..
BRA,Brazil,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.360000014,..,..,..,..,1.31,1.272,1.308,..,1.396,1.15,..,..,..,..,..,1.694,1.72,..,..,..,..
BRB,Barbados,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.139500022,..,..,1.253999949,..,1.28,..,..,..,1.21,..,..,..,..,..,1.811,..,..,..,..,..,..
BRN,Brunei Darussalam,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,0.746200025,..,..,..,..,0.848,..,..,..,1.006,..,1.14,..,..,..,..,..,1.417,..,..,..
BTN,Bhutan,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.333299995,..,..,..,0.170399994,0.16,..,..,..,0.051,..,..,..,..,0.051,..,..,0.023,..,..,..,..
BWA,Botswana,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.194100007,0.238000006,..,..,..,..,0.288,..,..,..,..,0.4,..,0.336,..,..,..,..,..
CAF,Central African Republic,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.038400002,..,..,0.055199999,..,0.035,..,..,..,..,..,..,..,..,0.08,..,..,..,..,..,..,..
CAN,Canada,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,..,..,1.9132,..,..,..,..,..
CHE,Switzerland,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3,3,3,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.5,3.5,3.6,..,..,..,3.97,..,..,4.07,..,..
CHI,Channel Islands,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,Chile,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.100000024,1.066300035,..,..,1.103000045,1.08,..,..,1.153,..,..,..,..,1.09,..,..,1.283697047,..,..,..,..,..
CHN,China,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.549999952,1.549999952,1.549999952,1.549999952,1.580000043,1.59,1.59,1.61,1.61,1.67,1.64,1.055,1.642,1.42,..,1.51,..,..,..,1.415,..,..
CIV,Cote d'Ivoire,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.087700002,..,..,..,..,..,0.09,..,..,..,..,..,..,..,0.12,..,..,..,0.144,..,..,..
CMR,Cameroon,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.082400002,..,0.083700001,0.072899997,..,..,0.074,..,..,..,..,..,..,..,0.19,..,..,..,..,..,..,..
COG,"Congo, Rep.",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.27610001,..,..,..,..,0.251,..,..,..,..,..,..,..,..,0.2,..,..,0.095,..,..,..,..
COK,Cook Islands,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,0.7777778,..,..,1.1764,..,..,..,..,..,..,..
COL,Colombia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.090000033,..,..,0.904999971,..,0.99,..,1.16,1.27,1.088,1.32,1.34,1.35,1.37,1.38,1.39,1.41,1.42,1.43,..,..,..
COM,Comoros,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.113399997,..,0.127499998,..,..,..,..,0.074,..,..,..,..,..,..,0.15,..,..,..,..,..,..,..
CPV,Cape Verde,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,0.233799994,..,..,..,0.171,..,..,..,..,..,..,..,0.49,..,..,..,0.572,..,..,..
CRI,Costa Rica,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.259999991,..,..,0.882600009,0.845399976,0.854,0.864,0.872,0.901,1.719,1.32,..,..,..,..,..,..,..,..,..,..,..
CUB,Cuba,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.641400099,..,..,..,..,5.18,..,5.304,..,..,5.897,..,5.91,..,..,..,..,6.399,..,..,..,..
CUW,Curacao,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,Cayman Islands,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.700000048,..,..,..,..,1.7,..,1.939,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,Cyprus,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.760599971,..,..,..,..,..,2.55,..,..,2.119,2.983,..,2.342,..,..,..,2.3,..,..,..,..,..
CZE,Czech Republic,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.7,2.7,2.7,2.9,2.9,3,3,3.1,3,3.1,3.4,3.4,3.5,3.5,..,..,3.58,3.61,3.625,..,..,..
DEU,Germany,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,2.8,2.8,2.9,3,3.1,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.4,..,..,3.44,3.483,3.531,..,..,..
DJI,Djibouti,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.162499994,..,..,..,..,0.191,0.14,..,..,0.133,..,..,..,..,0.181,0.18,0.229,..,..,..,..,..
DMA,Dominica,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.460000008,0.527800024,..,..,..,0.47,0.493,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,Denmark,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.5,2.4,2.6,2.6,2.6,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.9,..,3.59,..,3.163,3.419,..,..,..,..
DOM,Dominican Republic,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.49000001,..,..,1.053900003,..,1.5,..,2.156,..,..,1.88,..,..,..,..,..,..,..,..,..,..,..
DZA,Algeria,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.941600025,..,..,0.82099998,..,0.846,..,..,1,..,..,..,1.13,..,..,..,..,1.207,..,..,..,..
EAP,East Asia & Pacific,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.172379839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.170129014,..,..
ECA,Europe & Central Asia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.33533374,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.151306345,..,..
ECU,Ecuador,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.533200026,..,..,..,..,1.33,1.325,1.696,..,1.397,1.48,..,..,..,..,..,..,..,..,..,..,..
EGY,"Egypt, Arab Rep.",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.759500027,..,..,..,1.840000033,..,2.02,1.6,..,..,2.118,..,..,..,..,2.43,..,..,..,2.83,..,..
EMU,Euro area,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.851763507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.767111147,..,..
ERI,Eritrea,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.0189,..,..,0.03,..,..,..,..,..,..,..,0.05,..,..,..,..,..,..,..
ESP,Spain,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,2.5,2.8,2.9,2.8,2.9,3.2,3.1,2.9,3.3,..,..,..,3.757,..,3.705,..,..
EST,Estonia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.503799915,3.53550005,3.263999939,3.20720005,3.200000048,3.191,3.148,3.114,3.11,3.206,4.475,3.16,..,..,..,..,3.33,..,3.409,..,..,..
ETH,Ethiopia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,0.0285,..,0.025,0.023,0.021,0.02,0.021,0.028,0.029,0.03,..,..,..,0.022,..,..,..,..
FIN,Finland,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2,2,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.6,..,..,3.3,3.319,2.735,..,..,..
FJI,Fiji,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,0.472299993,..,0.376300007,..,..,0.476,0.357,0.337,..,..,..,0.4529,..,..,..,..,..,..,..,..
FRA,France,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.367,..,3.41,3.736,3.497,..,..,..
FRO,Faeroe Islands,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FSM,"Micronesia, Fed. Sts.",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.450800002,..,..,..,..,..,0.573,0.598,..,..,0.55,..,0.564,..,..,..,..,..,..
GAB,Gabon,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.215059996,0.256990999,0.289,..,..,..,..,..,..,..,..,0.29,..,..,..,..,..,..,..
GBR,United Kingdom,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,1.6,1.6,1.6,1.7,1.7,1.7,1.8,2.3,1.9,1.9,1.9,2,2.3,2.2,..,..,..,..,..,2.739,..,..
GEO,Georgia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,4.925600052,4.897600174,4.725500107,5.00330019,4.898900032,4.792,4.457,5.192,5.042,3.768,4.731,4.295,3.907,4.089,..,..,4.65,4.538,..,..,..,..
GHA,Ghana,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,0.062,..,..,..,..,..,0.09,..,0.15,..,..,..,0.11,0.085,..,..
GIB,Gibraltar,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GIN,Guinea,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.134299994,..,..,..,0.152199999,0.13,..,..,..,..,0.094,..,..,..,0.11,0.1,..,..,..,..,..,..
GMB,"Gambia, The",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.0163,..,..,..,0.035,..,..,..,..,..,0.11,..,..,..,..,0.038,..,..,..
GNB,Guinea-Bissau,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,0.176599994,..,0.166,..,..,..,..,..,..,..,0.12,..,..,..,0.045,..,..,..
GNQ,Equatorial Guinea,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.281300008,..,..,..,..,0.208,0.246,..,..,..,..,..,..,..,0.3,..,..,..,..,..,..,..
GRC,Greece,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.4,3.6,3.7,3.8,3.8,3.9,3.9,4,4.1,4.2,4.3,4.4,..,..,..,5,5.35,..,6.043,..,..,..
GRD,Grenada,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.5,..,..,0.577799976,..,0.65,..,0.5,0.9756,..,..,..,..,..,..,..,..,..,..,..,..,..
GRL,Greenland,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GTM,Guatemala,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.779999971,..,..,0.250099987,..,1.1,..,0.933,..,0.9,..,..,..,..,..,..,..,..,..,..,..,..
GUM,Guam,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,1.084,..,..,..,..,..,..,..,..,..,..,..,..
GUY,Guyana,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.170000002,..,..,0.1118,..,0.33,..,0.181,..,..,0.48,..,..,..,..,..,..,..,..,..,..,..
HIC,High income,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.023411777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.859724508,..,..
HKG,"Hong Kong SAR, China",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,1.203799963,1.270799995,1.319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HND,Honduras,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.699999988,0.410699993,..,..,..,0.65,..,0.832,..,..,0.57,..,..,..,..,..,..,..,..,..,..,..
HRV,Croatia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.124700069,1.943699956,1.975200057,2.028399944,2.011100054,2.036,2.25,2.259,2.288,2.352,2.383,2.374,2.4,2.444,2.4,2.5,2.47,2.59,2.661179389,2.67474939,..,..
HTI,Haiti,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.079999998,..,0.083999999,0.092100002,..,0.16,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..
HUN,Hungary,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.8,2.9,2.9,2.9,2.9,3,3,3,3.1,3.1,..,..,3.2,3.2,..,..,3.04,2.783,3.097,..,..,..
IDN,Indonesia,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.144199997,0.147699997,0.150199994,0.161599994,0.159999996,..,..,..,..,..,0.162,..,..,0.13,..,..,0.13,0.288,..,..,..,..
IMY,Isle of Man,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IND,India,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,0.479999989,0.406699985,..,..,..,..,0.513,..,..,..,..,..,0.6,0.599,..,..,..,..,..,..
IRL,Ireland,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,2,2,2,2.1,2.1,2.1,2.2,2.3,2.2,2.4,2.4,2.6,2.786,..,2.94,3.08,3.187,..,..,..
IRN,"Iran, Islamic Rep.",SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,0.318300009,..,..,0.85,..,1.049,..,..,..,..,..,0.45,0.89,..,..,..,..,..,..
IRQ,Iraq,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.602900028,..,..,0.602800012,..,..,..,..,0.55,..,..,0.543,..,..,0.658,0.66,..,0.528,..,0.69,..,..
ISL,Iceland,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,2.8,2.8,3,3,3,3,3.1,3.3,3.3,3.4,3.4,3.5,3.6,3.6,3.616,..,3.77,..,3.934,..,..,..
ISR,Israel,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,3.207000017,3.302900076,3.656500101,3.696000099,3.730900049,3.736,3.766,3.793,3.775,3.915,3.766,3.91,..,3.82,..,..,3.67,3.633,..,..,..,..
ITA,Italy,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,..,..,3.8,3.7,3.9,4.1,4,4.1,4.2,4.2,4.4,4.4,4.1,4.203,..,3.7,..,4.242,..,..,..
JAM,Jamaica,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,0.569999993,..,..,0.472000003,..,0.57,1.401,1.401,..,..,..,..,..,0.85,..,..,..,..,..,..,..,..
JOR,Jordan,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",0,1,..,1.347800016,..,..,1.625499964,..,..,1.66,..,..,..,2.05,..,..,2.03,2.36,..,2.561,..,2.45,..,..
